hex_index,polygon
882aa8c231fffff,"POLYGON ((-76.64171720821774 39.3573574218855, -76.64785685506186 39.356178117416775, -76.64952058840095 39.35175423885756, -76.64504558812251 39.348509941895415, -76.63890686448455 39.349688980092466, -76.6372422180103 39.35411258148853, -76.64171720821774 39.3573574218855))"
882aa8c0c7fffff,"POLYGON ((-76.65885851017711 39.296624386256106, -76.66498990774781 39.295445120118536, -76.66664992829568 39.29102460520899, -76.66217946249539 39.28778363298598, -76.65604898546276 39.28896263278588, -76.65438805378335 39.293382871111724, -76.65885851017711 39.296624386256106))"
882aa8c28bfffff,"POLYGON ((-76.5986622781304 39.3204865074786, -76.60479819264957 39.31931003638281, -76.60646463018006 39.31488897650066, -76.60199606417996 39.311644665462, -76.5958610722196 39.312820871231665, -76.59419372379195 39.31724165333148, -76.5986622781304 39.3204865074786))"
882aa8c211fffff,"POLYGON ((-76.61268188758397 39.35882560754291, -76.61882241859827 39.357647808569496, -76.62048889886417 39.353224265572216, -76.61601576084354 39.34997879921111, -76.60987615362203 39.35115633244265, -76.6082087607199 39.35557959774248, -76.61268188758397 39.35882560754291))"
882aa8c2a3fffff,"POLYGON ((-76.63547329179197 39.31342311419096, -76.64160741609737 39.312244816798966, -76.6432701922795 39.307823641234464, -76.6387997555772 39.30458104010993, -76.63266655288689 39.30575907152594, -76.63100286537497 39.31017997000777, -76.63547329179197 39.31342311419096))"
882aa8d555fffff,"POLYGON ((-76.53617761169019 39.36526292447537, -76.54232079401844 39.364089055041255, -76.54399460037494 39.359666249353616, -76.53952613590964 39.35641759218064, -76.53338387901479 39.35759119726022, -76.5317091612438 39.36201372383277, -76.53617761169019 39.36526292447537))"
882aa8c751fffff,"POLYGON ((-76.56068264694058 39.27036438266654, -76.56681299893087 39.26919067873244, -76.56848119958761 39.26477315690279, -76.56401995659812 39.26152961722096, -76.55789052591159 39.26270305673457, -76.55622141700204 39.267120300316, -76.56068264694058 39.27036438266654))"
882aa8c761fffff,"POLYGON ((-76.6058586636388 39.28630119102303, -76.61198999671478 39.28512486863504, -76.61365457011013 39.28070573847779, -76.60918872024644 39.27746320817409, -76.60305830827308 39.278639265243335, -76.60139282515196 39.2830581179004, -76.6058586636388 39.28630119102303))"
882aa8c011fffff,"POLYGON ((-76.66729252625828 39.31961401190345, -76.67342668691622 39.31843394625263, -76.67508672742095 39.31401194054175, -76.67061351953254 39.31077027697866, -76.66448028014926 39.311950076041654, -76.66281932747084 39.31637180522077, -76.66729252625828 39.31961401190345))"
882aa8c087fffff,"POLYGON ((-76.67162814082712 39.27776449597326, -76.67775680090837 39.27658485191623, -76.67941497966589 39.27216527573189, -76.67494540908486 39.2689256198384, -76.66881766857907 39.27010499740052, -76.66715857916967 39.27452429731632, -76.67162814082712 39.27776449597326))"
882aa8c223fffff,"POLYGON ((-76.6551458626368 39.36709177644116, -76.66128644514106 39.36591161488439, -76.66294927203744 39.36148696293591, -76.65847243028678 39.35824274947122, -76.65233277112148 39.3594226444686, -76.6506690304593 39.36384701945526, -76.6551458626368 39.36709177644116))"
882aa8c2d7fffff,"POLYGON ((-76.58805782381663 39.3184175349487, -76.59419372379195 39.31724165333148, -76.5958610722196 39.312820871231665, -76.59139343137836 39.309576248680024, -76.5852584540742 39.31075186517526, -76.58359019503156 39.3151723693095, -76.58805782381663 39.3184175349487))"
882aa8c291fffff,"POLYGON ((-76.59306077064379 39.30515596343559, -76.59919484029189 39.30398002290898, -76.60086126010329 39.29955995677557, -76.59639452056076 39.296316108950094, -76.59026137297843 39.29749178431667, -76.5885940429642 39.30191157263412, -76.59306077064379 39.30515596343559))"
882aa8c2cdfffff,"POLYGON ((-76.59926434880751 39.349087496398475, -76.60540394193556 39.34791055346262, -76.60707132612133 39.343487784658926, -76.60260002927608 39.34024223665455, -76.59646135980661 39.3414189141361, -76.59479306361538 39.345841405041675, -76.59926434880751 39.349087496398475))"
882aa8c75bfffff,"POLYGON ((-76.55009108110866 39.26829341611311, -76.55622141700204 39.267120300316, -76.55789052591159 39.26270305673457, -76.55343020698999 39.25945920734659, -76.54730079251159 39.260632058927044, -76.54563077563112 39.26504902407766, -76.55009108110866 39.26829341611311))"
882aa8c1d9fffff,"POLYGON ((-76.70127522310828 39.30486672290349, -76.70740666432563 39.30368510072687, -76.70906303754082 39.29926348131902, -76.7045888818834 39.296023759901914, -76.69845836074833 39.29720511492601, -76.69680107527924 39.30162645848491, -76.70127522310828 39.30486672290349))"
882aa8c081fffff,"POLYGON ((-76.66383947621084 39.283363615153505, -76.6699690447523 39.28218429309185, -76.67162814082712 39.27776449597326, -76.66715857916967 39.27452429731632, -76.66102993056225 39.27570335300326, -76.65936992376915 39.28012287368715, -76.66383947621084 39.283363615153505))"
882aa8d501fffff,"POLYGON ((-76.55460626675043 39.36174039936371, -76.56074855691494 39.36056561323114, -76.56242052940112 39.356142746227626, -76.55795112344853 39.352894944087105, -76.5518097582461 39.3540694655387, -76.550136874126 39.35849205377718, -76.55460626675043 39.36174039936371))"
882aa8d5a5fffff,"POLYGON ((-76.57465677634491 39.30868195863193, -76.58079173855128 39.30750693135248, -76.58245998808447 39.30308692409039, -76.57799418548824 39.29984222223862, -76.5718601458183 39.30101698468318, -76.57019098629961 39.30543671377983, -76.57465677634491 39.30868195863193))"
882aa8c21bfffff,"POLYGON ((-76.60206824368619 39.356756806215806, -76.6082087607199 39.35557959774248, -76.60987615362203 39.35115633244265, -76.60540394193556 39.34791055346262, -76.59926434880751 39.349087496398475, -76.59759604355186 39.35351048381716, -76.60206824368619 39.356756806215806))"
882aa8c0a9fffff,"POLYGON ((-76.68504049679433 39.28748492879164, -76.6911700876148 39.2863044295251, -76.6928273614118 39.28188408008762, -76.68835595575825 39.27864450594957, -76.68222728464438 39.279824738434215, -76.68056909956827 39.28424481180402, -76.68504049679433 39.28748492879164))"
882aa8c70dfffff,"POLYGON ((-76.59246298443779 39.27657189274503, -76.59859338207633 39.275396424047386, -76.60025885628431 39.2709780685695, -76.59579484204276 39.26773545945457, -76.58966536537305 39.268910663120295, -76.58799898206723 39.27332874089827, -76.59246298443779 39.27657189274503))"
882aa8c759fffff,"POLYGON ((-76.55288227017776 39.27595550359008, -76.5590135277326 39.274782123493544, -76.56068264694058 39.27036438266654, -76.55622141700204 39.267120300316, -76.55009108110866 39.26829341611311, -76.54842105358371 39.27271087852569, -76.55288227017776 39.27595550359008))"
882aa8c03dfffff,"POLYGON ((-76.6991201800155 39.325796787471425, -76.7052543730448 39.32461495304295, -76.70691167534262 39.32019211883998, -76.70243569771861 39.31695139501069, -76.69630242562145 39.31813296223972, -76.69464421030713 39.322555520462615, -76.6991201800155 39.325796787471425))"
882aa8c701fffff,"POLYGON ((-76.58966536537305 39.268910663120295, -76.59579484204276 39.26773545945457, -76.59746030724875 39.26331760122713, -76.59299720462774 39.26007522434742, -76.5868686486809 39.261250163064176, -76.58520227472336 39.26566774357504, -76.58966536537305 39.268910663120295))"
882aa8c763fffff,"POLYGON ((-76.60305830827308 39.278639265243335, -76.60918872024644 39.27746320817409, -76.61085328507517 39.27304457517921, -76.60638834740095 39.26980227673595, -76.60025885628431 39.2709780685695, -76.59859338207633 39.275396424047386, -76.60305830827308 39.278639265243335))"
882aa8c401fffff,"POLYGON ((-76.57010727467086 39.21530249626929, -76.57623031144097 39.2141291455056, -76.57789571115282 39.209714770019616, -76.57343898051812 39.20647402309508, -76.56731686275148 39.2076471094898, -76.56565055670701 39.21206120714355, -76.57010727467086 39.21530249626929))"
882aa8d5bdfffff,"POLYGON ((-76.55066328456647 39.29687440688514, -76.55679729249319 39.295700822287465, -76.55846735142315 39.291281868516165, -76.55400431159181 39.28803677785587, -76.54787122617788 39.28921009810972, -76.546200258174 39.29362877333317, -76.55066328456647 39.29687440688514))"
882aa8c0e7fffff,"POLYGON ((-76.68785461654119 39.2951458465777, -76.69398512731321 39.29396508044578, -76.6956424069915 39.28954423391177, -76.6911700876148 39.2863044295251, -76.68504049679433 39.28748492879164, -76.68338230548983 39.29190549927544, -76.68785461654119 39.2951458465777))"
882aa8d52dfffff,"POLYGON ((-76.58644692994852 39.36795743387652, -76.59258926669584 39.366780875721226, -76.59425850257968 39.36235717352345, -76.58978631429206 39.35911030766084, -76.58364490217032 39.360286600521384, -76.58197475380237 39.36471002450463, -76.58644692994852 39.36795743387652))"
882aa8d5adfffff,"POLYGON ((-76.56685173740756 39.314276887453495, -76.5729876069697 39.313102184617414, -76.57465677634491 39.30868195863193, -76.57019098629961 39.30543671377983, -76.56405603963252 39.30661115190226, -76.5623859602072 39.311031099555876, -76.56685173740756 39.314276887453495))"
882aa8d5b5fffff,"POLYGON ((-76.55846735142315 39.291281868516165, -76.56460045304068 39.290107959572396, -76.56626959258077 39.28568922446786, -76.56180653960446 39.28244467665411, -76.55567436014161 39.28361832113287, -76.55400431159181 39.28803677785587, -76.55846735142315 39.291281868516165))"
882aa8d581fffff,"POLYGON ((-76.5350496723512 39.30805916463436, -76.5411854929819 39.30688622952813, -76.54285739165954 39.302466839087124, -76.53839437900005 39.2992206625985, -76.53225948159862 39.30039333360368, -76.53058667371903 39.304812445164075, -76.5350496723512 39.30805916463436))"
882aa8c0c1fffff,"POLYGON ((-76.65106526495647 39.3022240650937, -76.65719757140808 39.30104512160472, -76.65885851017711 39.296624386256106, -76.65438805378335 39.293382871111724, -76.64825666822877 39.2945615483835, -76.64659481826199 39.29898200698212, -76.65106526495647 39.3022240650937))"
882aa8c085fffff,"POLYGON ((-76.6744395196666 39.285424722439394, -76.68056909956827 39.28424481180402, -76.68222728464438 39.279824738434215, -76.67775680090837 39.27658485191623, -76.67162814082712 39.27776449597326, -76.6699690447523 39.28218429309185, -76.6744395196666 39.285424722439394))"
882aa8d531fffff,"POLYGON ((-76.56743458295739 39.342875573786216, -76.5735741311489 39.34170040138552, -76.5752442505027 39.337278466826646, -76.57077573291357 39.33403198308224, -76.56463710871758 39.3352068906418, -76.5629660782069 39.33962854675229, -76.56743458295739 39.342875573786216))"
882aa8d5e1fffff,"POLYGON ((-76.55123617653119 39.32546642598459, -76.55737386089162 39.3242923728351, -76.5590448709203 39.319871710067105, -76.55457910685912 39.31662537907883, -76.54844234611126 39.31779916775737, -76.54677042590365 39.32221955186057, -76.55123617653119 39.32546642598459))"
882aa8c253fffff,"POLYGON ((-76.59706237036318 39.3700279725366, -76.60320472175178 39.36885082358936, -76.60487304486841 39.36442684336075, -76.60039992945535 39.361180290075524, -76.59425850257968 39.36235717352345, -76.59258926669584 39.366780875721226, -76.59706237036318 39.3700279725366))"
882aa8c2dbfffff,"POLYGON ((-76.56964833819471 39.32194335194217, -76.57578513089891 39.32076838430949, -76.57745431004199 39.31634766150679, -76.5729876069697 39.313102184617414, -76.56685173740756 39.314276887453495, -76.56518164786719 39.31869733194098, -76.56964833819471 39.32194335194217))"
882aa8d523fffff,"POLYGON ((-76.58084377995358 39.35261649474325, -76.58698426769722 39.351440467094356, -76.58865348502358 39.34701775774042, -76.58418312648573 39.34377135424899, -76.57804356287282 39.34494711676932, -76.57637343375869 39.34936954787499, -76.58084377995358 39.35261649474325))"
882aa8c09bfffff,"POLYGON ((-76.63703133832031 39.263918763092846, -76.64315904274166 39.26274114985729, -76.64481994516518 39.258322900337156, -76.64035405272224 39.25508254085339, -76.6342272679709 39.25625988828792, -76.63256545608338 39.26067786097258, -76.63703133832031 39.263918763092846))"
882aa8c055fffff,"POLYGON ((-76.66512185536271 39.34054755964124, -76.67125876998553 39.33936728381588, -76.6729197428521 39.33494406442975, -76.66844471412305 39.33170139749761, -76.66230872162625 39.33288140668889, -76.66064683582368 39.33730434941157, -76.66512185536271 39.34054755964124))"
882aa8d521fffff,"POLYGON ((-76.58364490217032 39.360286600521384, -76.58978631429206 39.35911030766084, -76.59145554094174 39.354687101848945, -76.58698426769722 39.351440467094356, -76.58084377995358 39.35261649474325, -76.57917364116807 39.357039422323744, -76.58364490217032 39.360286600521384))"
882aa8c313fffff,"POLYGON ((-76.68418508548655 39.36561288632368, -76.69032477895469 39.3644312193932, -76.69198485693327 39.36000623402176, -76.68750615579785 39.35676319197276, -76.68136738507971 39.3579445918145, -76.67970639283827 39.36236930075911, -76.68418508548655 39.36561288632368))"
882aa8c73bfffff,"POLYGON ((-76.5918659163438 39.24799885543811, -76.59799264636504 39.24682385881366, -76.59965717603805 39.2424072151805, -76.59519588377569 39.23916584572101, -76.58907007362828 39.240340577441664, -76.58740463596043 39.24475694349103, -76.5918659163438 39.24799885543811))"
882aa8c0d7fffff,"POLYGON ((-76.64264219272359 39.27923869897577, -76.64877173722077 39.278060553888594, -76.65043265445155 39.27364130982283, -76.64596493743306 39.27040048761096, -76.63983631309647 39.271578366730715, -76.63817448570872 39.27599733399507, -76.64264219272359 39.27923869897577))"
882aa8c31bfffff,"POLYGON ((-76.67638348137984 39.37121943483976, -76.68252408696793 39.370038091643295, -76.68418508548655 39.36561288632368, -76.67970639283827 39.36236930075911, -76.67356671036083 39.36355037698752, -76.67190479751237 39.36797530571368, -76.67638348137984 39.37121943483976))"
882aa8c2abfffff,"POLYGON ((-76.62767456313979 39.319022483475564, -76.6338095964178 39.31784450953205, -76.63547329179197 39.31342311419096, -76.63100286537497 39.31017997000777, -76.62486875407122 39.31135767809607, -76.62320414730146 39.315778796188084, -76.62767456313979 39.319022483475564))"
882aa8c74bfffff,"POLYGON ((-76.56626959258077 39.28568922446786, -76.57240178791784 39.284514991444276, -76.57407000839065 39.28009647522765, -76.56960694256311 39.2768524702153, -76.56347566902265 39.278026438652724, -76.56180653960446 39.28244467665411, -76.56626959258077 39.28568922446786))"
882aa8c29dfffff,"POLYGON ((-76.5958610722196 39.312820871231665, -76.60199606417996 39.311644665462, -76.60366249289547 39.307224102418395, -76.59919484029189 39.30398002290898, -76.59306077064379 39.30515596343559, -76.59139343137836 39.309576248680024, -76.5958610722196 39.312820871231665))"
882aa8c741fffff,"POLYGON ((-76.57686576566655 39.287759228890735, -76.58299797643703 39.2865844072635, -76.5846652876825 39.28216561301447, -76.58020129747615 39.27892191839051, -76.57407000839065 39.28009647522765, -76.57240178791784 39.284514991444276, -76.57686576566655 39.287759228890735))"
882aa8c2b1fffff,"POLYGON ((-76.6220638506588 39.303693600680134, -76.62819704023445 39.30251615836386, -76.62986071979455 39.29809575681297, -76.6253921205712 39.29485307482684, -76.6192598524776 39.29603025145427, -76.61759526221648 39.30045037572201, -76.6220638506588 39.303693600680134))"
882aa8d5a7fffff,"POLYGON ((-76.5718601458183 39.30101698468318, -76.57799418548824 39.29984222223862, -76.57966242542325 39.29542271192023, -76.57519753541837 39.292178242193934, -76.56906441803815 39.29335273988656, -76.56739526846452 39.297771972022865, -76.5718601458183 39.30101698468318))"
882aa8c007fffff,"POLYGON ((-76.69132685495168 39.33140135430709, -76.69746195892509 39.330219842449495, -76.6991201800155 39.325796787471425, -76.69464421030713 39.322555520462615, -76.68851002762575 39.32373676524109, -76.68685089345173 39.328159544072655, -76.69132685495168 39.33140135430709))"
882aa8c723fffff,"POLYGON ((-76.61584512665917 39.25979011044753, -76.62197280482094 39.25861367314043, -76.62363552589181 39.25419597747431, -76.61917147779451 39.25095499628216, -76.61304471952792 39.25213116819533, -76.61138108955444 39.256548586659974, -76.61584512665917 39.25979011044753))"
882aa8c721fffff,"POLYGON ((-76.61864643705718 39.267449782007496, -76.62477503535959 39.266273079223424, -76.62643776457156 39.26185488621489, -76.62197280482094 39.25861367314043, -76.61584512665917 39.25979011044753, -76.6141814881984 39.26420802627141, -76.61864643705718 39.267449782007496))"
882aa8c06bfffff,"POLYGON ((-76.68916622775731 39.352338703031045, -76.69530408674764 39.35115697984328, -76.69696323875006 39.34673271112573, -76.69248544570048 39.34349044183889, -76.68634850885367 39.34467189790085, -76.68468844300408 39.34909589034059, -76.68916622775731 39.352338703031045))"
882aa8d505fffff,"POLYGON ((-76.5652188775394 39.36381364698864, -76.57136118367453 39.3626382702408, -76.57303224424327 39.35821512465568, -76.56856191068611 39.354967634365366, -76.56242052940112 39.356142746227626, -76.56074855691494 39.36056561323114, -76.5652188775394 39.36381364698864))"
882aa8c01bfffff,"POLYGON ((-76.65668517848825 39.31755128139415, -76.66281932747084 39.31637180522077, -76.66448028014926 39.311950076041654, -76.6600079958287 39.30870809971665, -76.65387476823449 39.309887309506166, -76.65221290366355 39.31430876196978, -76.65668517848825 39.31755128139415))"
882aa8c1dbfffff,"POLYGON ((-76.69845836074833 39.29720511492601, -76.7045888818834 39.296023759901914, -76.70624524965517 39.29160263750141, -76.7017720082892 39.28836314595668, -76.6956424069915 39.28954423391177, -76.69398512731321 39.29396508044578, -76.69845836074833 39.29720511492601))"
882aa8d5a3fffff,"POLYGON ((-76.56126124444563 39.298946145514535, -76.56739526846452 39.297771972022865, -76.56906441803815 39.29335273988656, -76.56460045304068 39.290107959572396, -76.55846735142315 39.291281868516165, -76.55679729249319 39.295700822287465, -76.56126124444563 39.298946145514535))"
882aa8c743fffff,"POLYGON ((-76.57407000839065 39.28009647522765, -76.58020129747615 39.27892191839051, -76.58186859920424 39.27450362128277, -76.57740552081896 39.27126015902661, -76.57127515317208 39.272434451156556, -76.56960694256311 39.2768524702153, -76.57407000839065 39.28009647522765))"
882aa8c40bfffff,"POLYGON ((-76.5595275356044 39.21323397122292, -76.56565055670701 39.21206120714355, -76.56731686275148 39.2076471094898, -76.56286105383617 39.20440605389537, -76.55673895184803 39.20557855380911, -76.55507173975171 39.209992373448436, -76.5595275356044 39.21323397122292))"
882aa8c21dfffff,"POLYGON ((-76.61548852843322 39.366495609732304, -76.62162998348735 39.365317544933745, -76.62329647203178 39.36089350552953, -76.61882241859827 39.357647808569496, -76.61268188758397 39.35882560754291, -76.61101448605494 39.36324936926677, -76.61548852843322 39.366495609732304))"
882aa8c033fffff,"POLYGON ((-76.69348558052866 39.31046986352871, -76.69961793193895 39.3092885634156, -76.70127522310828 39.30486672290349, -76.69680107527924 39.30162645848491, -76.69066964431063 39.30280749156567, -76.68901144082032 39.307229056062546, -76.69348558052866 39.31046986352871))"
882aa8c051fffff,"POLYGON ((-76.6545099329773 39.33848403520515, -76.66064683582368 39.33730434941157, -76.66230872162625 39.33288140668889, -76.65783461732809 39.32963842657234, -76.65169863672153 39.330817845935925, -76.65003583826456 39.335240511811286, -76.6545099329773 39.33848403520515))"
882aa8c047fffff,"POLYGON ((-76.67855059478984 39.35027702317713, -76.68468844300408 39.34909589034059, -76.68634850885367 39.34467189790085, -76.68187164014599 39.341429314724735, -76.67573471418963 39.3426101806396, -76.6740737347743 39.34703389661739, -76.67855059478984 39.35027702317713))"
882aa8d5bbfffff,"POLYGON ((-76.53727604290164 39.28713742896801, -76.54340911167117 39.28596469734505, -76.54508006894837 39.28154651918633, -76.54061886599246 39.27830135136302, -76.53448671959994 39.27947381892901, -76.5328148538778 39.2838917183408, -76.53727604290164 39.28713742896801))"
882aa8c019fffff,"POLYGON ((-76.6594964961435 39.32521598053076, -76.66563156676028 39.32403623789014, -76.66729252625828 39.31961401190345, -76.66281932747084 39.31637180522077, -76.65668517848825 39.31755128139415, -76.65502330675007 39.321973230682666, -76.6594964961435 39.32521598053076))"
882aa8c735fffff,"POLYGON ((-76.61304471952792 39.25213116819533, -76.61917147779451 39.25095499628216, -76.62083419063518 39.246537798029586, -76.61637105385678 39.24329704887391, -76.61024521524 39.24447295547623, -76.60858159384274 39.24888987651049, -76.61304471952792 39.25213116819533))"
882aa8d53dfffff,"POLYGON ((-76.5702329613243 39.3505449851998, -76.57637343375869 39.34936954787499, -76.57804356287282 39.34494711676932, -76.5735741311489 39.34170040138552, -76.56743458295739 39.342875573786216, -76.56576354233862 39.34729772646021, -76.5702329613243 39.3505449851998))"
882aa8c0e1fffff,"POLYGON ((-76.68006499882078 39.300747358146076, -76.6861964190986 39.299566914103856, -76.68785461654119 39.2951458465777, -76.68338230548983 39.29190549927544, -76.67725180552266 39.293085676572495, -76.6755926963871 39.29750646788218, -76.68006499882078 39.300747358146076))"
882aa8c317fffff,"POLYGON ((-76.69480439680909 39.36767449064483, -76.7009441008242 39.36649223295469, -76.7026032642583 39.362066971340774, -76.69812363831302 39.3588242436246, -76.69198485693327 39.36000623402176, -76.69032477895469 39.3644312193932, -76.69480439680909 39.36767449064483))"
882aa8c217fffff,"POLYGON ((-76.62048889886417 39.353224265572216, -76.62662851973626 39.35204614198654, -76.62829407906342 39.34762281793752, -76.62382093018053 39.34437789497026, -76.61768223274125 39.34555575269291, -76.61601576084354 39.34997879921111, -76.62048889886417 39.353224265572216))"
882aa8c76bfffff,"POLYGON ((-76.59526150629856 39.28423385171295, -76.60139282515196 39.2830581179004, -76.60305830827308 39.278639265243335, -76.59859338207633 39.275396424047386, -76.59246298443779 39.27657189274503, -76.59079659187236 39.28099046771891, -76.59526150629856 39.28423385171295))"
882aa8c053fffff,"POLYGON ((-76.65169863672153 39.330817845935925, -76.65783461732809 39.32963842657234, -76.6594964961435 39.32521598053076, -76.65502330675007 39.321973230682666, -76.64888824813727 39.323152383699664, -76.64722545701535 39.3275745528766, -76.65169863672153 39.330817845935925))"
882aa8c289fffff,"POLYGON ((-76.6014643888009 39.32815287194994, -76.60760122612551 39.32697613544491, -76.6092676723818 39.32255457879597, -76.60479819264957 39.31931003638281, -76.5986622781304 39.3204865074786, -76.59699492062948 39.32490778636213, -76.6014643888009 39.32815287194994))"
882aa8c0c3fffff,"POLYGON ((-76.64825666822877 39.2945615483835, -76.65438805378335 39.293382871111724, -76.65604898546276 39.28896263278588, -76.65157944252925 39.28572134846425, -76.64544897762612 39.28689975960207, -76.64378713509608 39.29131972116077, -76.64825666822877 39.2945615483835))"
882aa8d5b7fffff,"POLYGON ((-76.55567436014161 39.28361832113287, -76.56180653960446 39.28244467665411, -76.56347566902265 39.278026438652724, -76.5590135277326 39.274782123493544, -76.55288227017776 39.27595550359008, -76.55121223209632 39.280373463193484, -76.55567436014161 39.28361832113287))"
882aa8c213fffff,"POLYGON ((-76.60987615362203 39.35115633244265, -76.61601576084354 39.34997879921111, -76.61768223274125 39.34555575269291, -76.61321000979703 39.34231051708605, -76.60707132612133 39.343487784658926, -76.60540394193556 39.34791055346262, -76.60987615362203 39.35115633244265))"
882aa8c2b5fffff,"POLYGON ((-76.63266655288689 39.30575907152594, -76.6387997555772 39.30458104010993, -76.64046252415478 39.300160361459255, -76.63599300111571 39.2969179912897, -76.62986071979455 39.29809575681297, -76.62819704023445 39.30251615836386, -76.63266655288689 39.30575907152594))"
882aa8c629fffff,"POLYGON ((-76.53671199998576 39.25856016378065, -76.54284139781606 39.25738790007438, -76.54451140396407 39.25297143225677, -76.54005291971622 39.24972750674061, -76.53392444316538 39.25089950651679, -76.53225352967426 39.25531569570479, -76.53671199998576 39.25856016378065))"
882aa8c765fffff,"POLYGON ((-76.61645675910286 39.2883676306448, -76.62258810596038 39.28719071962304, -76.62425176934852 39.282771312148746, -76.61978499597747 39.27952909297862, -76.61365457011013 39.28070573847779, -76.61198999671478 39.28512486863504, -76.61645675910286 39.2883676306448))"
882aa8c031fffff,"POLYGON ((-76.69630242562145 39.31813296223972, -76.70243569771861 39.31695139501069, -76.70409299449756 39.31252905761722, -76.69961793193895 39.3092885634156, -76.69348558052866 39.31046986352871, -76.69182737108106 39.31489192492451, -76.69630242562145 39.31813296223972))"
882aa8c713fffff,"POLYGON ((-76.57069086321131 39.24386295241147, -76.57681756322756 39.24268913084215, -76.5784839086092 39.23827304255917, -76.57402446149833 39.23503105375996, -76.56789868157902 39.236204610832615, -76.56623142876477 39.24062042116666, -76.57069086321131 39.24386295241147))"
